DomainProblem,Plan
"<GOAL>[c](tail), [b] (tail), not([a](tail)), not([a](-tail))<INIT>tail, has_key a, looking a, in_room_empty a, in_room_empty b, in_room_empty c, in_room_empty d, in_room_empty e, [a b c d e](in_room_empty a), [a b c d e](in_room_empty b), [a b c d e](in_room_empty c), [a b c d e](in_room_empty d), [a b c d e](in_room_empty e), [a b c d e](not (in_room_box a)), [a b c d e](not (in_room_box b)), [a b c d e](not (in_room_box c)), [a b c d e](not (in_room_box d)), [a b c d e](not (in_room_box e)), [a b c d e](has_key a), [a b c d e](not (has_key b)), [a b c d e](not (has_key c)), [a b c d e](not (has_key d)), [a b c d e](not (has_key e)), [a b c d e](not (opened)), [a b c d e](looking a), [a b c d e](not (looking b)), [a b c d e](not (looking c)), [a b c d e](not (looking d)), [a b c d e](not (looking e))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail",NOT FOUND
"<GOAL>[c](tail), [b] (opened), [b] (tail), not([a](tail)), not([a](-tail))<INIT>tail, has_key a, looking a, in_room_empty a, in_room_empty b, in_room_empty c, in_room_empty d, in_room_empty e, [a b c d e](in_room_empty a), [a b c d e](in_room_empty b), [a b c d e](in_room_empty c), [a b c d e](in_room_empty d), [a b c d e](in_room_empty e), [a b c d e](not (in_room_box a)), [a b c d e](not (in_room_box b)), [a b c d e](not (in_room_box c)), [a b c d e](not (in_room_box d)), [a b c d e](not (in_room_box e)), [a b c d e](has_key a), [a b c d e](not (has_key b)), [a b c d e](not (has_key c)), [a b c d e](not (has_key d)), [a b c d e](not (has_key e)), [a b c d e](not (opened)), [a b c d e](looking a), [a b c d e](not (looking b)), [a b c d e](not (looking c)), [a b c d e](not (looking d)), [a b c d e](not (looking e))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail",NOT FOUND
"<GOAL>[c](tail), [b] (-opened), [b] (tail), not([a](tail)), not([a](-tail))<INIT>tail, has_key a, looking a, in_room_empty a, in_room_empty b, in_room_empty c, in_room_empty d, in_room_empty e, [a b c d e](in_room_empty a), [a b c d e](in_room_empty b), [a b c d e](in_room_empty c), [a b c d e](in_room_empty d), [a b c d e](in_room_empty e), [a b c d e](not (in_room_box a)), [a b c d e](not (in_room_box b)), [a b c d e](not (in_room_box c)), [a b c d e](not (in_room_box d)), [a b c d e](not (in_room_box e)), [a b c d e](has_key a), [a b c d e](not (has_key b)), [a b c d e](not (has_key c)), [a b c d e](not (has_key d)), [a b c d e](not (has_key e)), [a b c d e](not (opened)), [a b c d e](looking a), [a b c d e](not (looking b)), [a b c d e](not (looking c)), [a b c d e](not (looking d)), [a b c d e](not (looking e))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail",NOT FOUND
"<GOAL>[c](tail), [b] (opened), not([a](tail)), not([a](-tail)), not([b](tail)), not([b](-tail))<INIT>tail, has_key a, looking a, in_room_empty a, in_room_empty b, in_room_empty c, in_room_empty d, in_room_empty e, [a b c d e](in_room_empty a), [a b c d e](in_room_empty b), [a b c d e](in_room_empty c), [a b c d e](in_room_empty d), [a b c d e](in_room_empty e), [a b c d e](not (in_room_box a)), [a b c d e](not (in_room_box b)), [a b c d e](not (in_room_box c)), [a b c d e](not (in_room_box d)), [a b c d e](not (in_room_box e)), [a b c d e](has_key a), [a b c d e](not (has_key b)), [a b c d e](not (has_key c)), [a b c d e](not (has_key d)), [a b c d e](not (has_key e)), [a b c d e](not (opened)), [a b c d e](looking a), [a b c d e](not (looking b)), [a b c d e](not (looking c)), [a b c d e](not (looking d)), [a b c d e](not (looking e))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail",NOT FOUND
"<GOAL>[c](tail), [b] (opened), [a](tail), not([b](tail)), not([b](-tail))<INIT>tail, has_key a, looking a, in_room_empty a, in_room_empty b, in_room_empty c, in_room_empty d, in_room_empty e, [a b c d e](in_room_empty a), [a b c d e](in_room_empty b), [a b c d e](in_room_empty c), [a b c d e](in_room_empty d), [a b c d e](in_room_empty e), [a b c d e](not (in_room_box a)), [a b c d e](not (in_room_box b)), [a b c d e](not (in_room_box c)), [a b c d e](not (in_room_box d)), [a b c d e](not (in_room_box e)), [a b c d e](has_key a), [a b c d e](not (has_key b)), [a b c d e](not (has_key c)), [a b c d e](not (has_key d)), [a b c d e](not (has_key e)), [a b c d e](not (opened)), [a b c d e](looking a), [a b c d e](not (looking b)), [a b c d e](not (looking c)), [a b c d e](not (looking d)), [a b c d e](not (looking e))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail",NOT FOUND
"<GOAL>[d](opened)<INIT>tail, has_key a, looking a, looking d, in_room_empty a, in_room_empty b, in_room_empty c, in_room_empty d, in_room_empty e, [a b c d e](in_room_empty a), [a b c d e](in_room_empty b), [a b c d e](in_room_empty c), [a b c d e](in_room_empty d), [a b c d e](in_room_empty e), [a b c d e](not (in_room_box a)), [a b c d e](not (in_room_box b)), [a b c d e](not (in_room_box c)), [a b c d e](not (in_room_box d)), [a b c d e](not (in_room_box e)), [a b c d e](has_key a), [a b c d e](not (has_key b)), [a b c d e](not (has_key c)), [a b c d e](not (has_key d)), [a b c d e](not (has_key e)), [a b c d e](not (opened)), [a b c d e](looking a), [a b c d e](not (looking b)), [a b c d e](not (looking c)), [a b c d e](looking d), [a b c d e](not (looking e))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail","move_to_box_a, move_to_box_d, open_a"
"<GOAL>[e](tail), not([a](tail)), not([a](-tail))<INIT>tail, has_key a, looking a, looking d, in_room_empty a, in_room_empty b, in_room_empty c, in_room_empty d, in_room_empty e, [a b c d e](in_room_empty a), [a b c d e](in_room_empty b), [a b c d e](in_room_empty c), [a b c d e](in_room_empty d), [a b c d e](in_room_empty e), [a b c d e](not (in_room_box a)), [a b c d e](not (in_room_box b)), [a b c d e](not (in_room_box c)), [a b c d e](not (in_room_box d)), [a b c d e](not (in_room_box e)), [a b c d e](has_key a), [a b c d e](not (has_key b)), [a b c d e](not (has_key c)), [a b c d e](not (has_key d)), [a b c d e](not (has_key e)), [a b c d e](not (opened)), [a b c d e](looking a), [a b c d e](not (looking b)), [a b c d e](not (looking c)), [a b c d e](looking d), [a b c d e](not (looking e))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail","move_to_box_a, move_to_box_e, signal_a_e, open_a, peek_e"
"<GOAL>[b][a](tail), -looking a, [e][a](tail)<INIT>tail, has_key a, looking a, looking d, in_room_empty a, in_room_empty b, in_room_empty c, in_room_empty d, in_room_empty e, [a b c d e](in_room_empty a), [a b c d e](in_room_empty b), [a b c d e](in_room_empty c), [a b c d e](in_room_empty d), [a b c d e](in_room_empty e), [a b c d e](not (in_room_box a)), [a b c d e](not (in_room_box b)), [a b c d e](not (in_room_box c)), [a b c d e](not (in_room_box d)), [a b c d e](not (in_room_box e)), [a b c d e](has_key a), [a b c d e](not (has_key b)), [a b c d e](not (has_key c)), [a b c d e](not (has_key d)), [a b c d e](not (has_key e)), [a b c d e](not (opened)), [a b c d e](looking a), [a b c d e](not (looking b)), [a b c d e](not (looking c)), [a b c d e](looking d), [a b c d e](not (looking e))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail",NOT FOUND
"<GOAL>[b][d](tail)<INIT>tail, has_key a, looking a, looking d, in_room_empty a, in_room_empty b, in_room_empty c, in_room_empty d, in_room_empty e, [a b c d e](in_room_empty a), [a b c d e](in_room_empty b), [a b c d e](in_room_empty c), [a b c d e](in_room_empty d), [a b c d e](in_room_empty e), [a b c d e](not (in_room_box a)), [a b c d e](not (in_room_box b)), [a b c d e](not (in_room_box c)), [a b c d e](not (in_room_box d)), [a b c d e](not (in_room_box e)), [a b c d e](has_key a), [a b c d e](not (has_key b)), [a b c d e](not (has_key c)), [a b c d e](not (has_key d)), [a b c d e](not (has_key e)), [a b c d e](not (opened)), [a b c d e](looking a), [a b c d e](not (looking b)), [a b c d e](not (looking c)), [a b c d e](looking d), [a b c d e](not (looking e))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail",NOT FOUND
"<GOAL>[a][b](tail), [e](opened), [d](-opened)<INIT>tail, has_key a, looking a, looking d, in_room_empty a, in_room_empty b, in_room_empty c, in_room_empty d, in_room_empty e, [a b c d e](in_room_empty a), [a b c d e](in_room_empty b), [a b c d e](in_room_empty c), [a b c d e](in_room_empty d), [a b c d e](in_room_empty e), [a b c d e](not (in_room_box a)), [a b c d e](not (in_room_box b)), [a b c d e](not (in_room_box c)), [a b c d e](not (in_room_box d)), [a b c d e](not (in_room_box e)), [a b c d e](has_key a), [a b c d e](not (has_key b)), [a b c d e](not (has_key c)), [a b c d e](not (has_key d)), [a b c d e](not (has_key e)), [a b c d e](not (opened)), [a b c d e](looking a), [a b c d e](not (looking b)), [a b c d e](not (looking c)), [a b c d e](looking d), [a b c d e](not (looking e))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail",NOT FOUND
"<GOAL>[b] (tail), -looking d, not([a](tail)), not([a](-tail))<INIT>tail, has_key a, looking a, looking d, in_room_empty a, in_room_empty b, in_room_empty c, in_room_empty d, in_room_empty e, [a b c d e](in_room_empty a), [a b c d e](in_room_empty b), [a b c d e](in_room_empty c), [a b c d e](in_room_empty d), [a b c d e](in_room_empty e), [a b c d e](not (in_room_box a)), [a b c d e](not (in_room_box b)), [a b c d e](not (in_room_box c)), [a b c d e](not (in_room_box d)), [a b c d e](not (in_room_box e)), [a b c d e](has_key a), [a b c d e](not (has_key b)), [a b c d e](not (has_key c)), [a b c d e](not (has_key d)), [a b c d e](not (has_key e)), [a b c d e](not (opened)), [a b c d e](looking a), [a b c d e](not (looking b)), [a b c d e](not (looking c)), [a b c d e](looking d), [a b c d e](not (looking e))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail","distract_a_d, move_to_box_a, move_to_box_b, signal_a_b, open_a, peek_b"
"<GOAL>[b][e](opened), [b][d](tail), [b](tail), not([a](tail)), not([a](-tail))<INIT>tail, has_key a, looking a, looking d, in_room_empty a, in_room_empty b, in_room_empty c, in_room_empty d, in_room_empty e, [a b c d e](in_room_empty a), [a b c d e](in_room_empty b), [a b c d e](in_room_empty c), [a b c d e](in_room_empty d), [a b c d e](in_room_empty e), [a b c d e](not (in_room_box a)), [a b c d e](not (in_room_box b)), [a b c d e](not (in_room_box c)), [a b c d e](not (in_room_box d)), [a b c d e](not (in_room_box e)), [a b c d e](has_key a), [a b c d e](not (has_key b)), [a b c d e](not (has_key c)), [a b c d e](not (has_key d)), [a b c d e](not (has_key e)), [a b c d e](not (opened)), [a b c d e](looking a), [a b c d e](not (looking b)), [a b c d e](not (looking c)), [a b c d e](looking d), [a b c d e](not (looking e))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail",NOT FOUND
"<GOAL>[b] (-opened), [b] (tail), not([a](tail)), not([a](-tail))<INIT>tail, has_key a, looking a, looking d, in_room_empty a, in_room_empty b, in_room_empty c, in_room_empty d, in_room_empty e, [a b c d e](in_room_empty a), [a b c d e](in_room_empty b), [a b c d e](in_room_empty c), [a b c d e](in_room_empty d), [a b c d e](in_room_empty e), [a b c d e](not (in_room_box a)), [a b c d e](not (in_room_box b)), [a b c d e](not (in_room_box c)), [a b c d e](not (in_room_box d)), [a b c d e](not (in_room_box e)), [a b c d e](has_key a), [a b c d e](not (has_key b)), [a b c d e](not (has_key c)), [a b c d e](not (has_key d)), [a b c d e](not (has_key e)), [a b c d e](not (opened)), [a b c d e](looking a), [a b c d e](not (looking b)), [a b c d e](not (looking c)), [a b c d e](looking d), [a b c d e](not (looking e))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail",NOT FOUND
